Country Name,Time,Adjusted net national income per capita (current US$) [NY.ADJ.NNTY.PC.CD],GDP per capita (current US$) [NY.GDP.PCAP.CD],Current health expenditure per capita (current US$) [SH.XPD.CHEX.PC.CD],Consumer price index (2010 = 100) [FP.CPI.TOTL],"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",Gini index [SI.POV.GINI],YoY Change in Adjusted net national income per capita (current US$) [NY.ADJ.NNTY.PC.CD],YoY Change in GDP per capita (current US$) [NY.GDP.PCAP.CD],YoY Change in Consumer price index (2010 = 100) [FP.CPI.TOTL],"YoY Change in Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]"
Peru,2011,4760.848084,5861.357936,262.9674072,103.369311,3.369310953,44.7,14.26295193,15.560432,3.369310953,120.4583881
Peru,2012,5409.398819,6519.37853,307.3185425,107.1021969,3.611212949,44.4,13.62258831,11.22641887,3.611212949,7.179568743
Peru,2013,5710.545549,6746.800257,320.3164978,110.066675,2.767896661,43.9,5.567101637,3.488395805,2.767896661,-23.35271557
Peru,2014,5707.094674,6667.134104,331.7809143,113.8220903,3.411945798,43.1,-0.06042987191,-1.18079905,3.411945798,23.26853984
Peru,2015,5394.27959,6231.711503,310.266449,117.6898696,3.398091947,43.4,-5.481161643,-6.530881087,3.398091947,-0.4060395865
Peru,2016,5262.984077,6217.036,311.4351807,121.8763062,3.557176636,43.6,-2.433976775,-0.2354971572,3.557176636,4.681588684
Peru,2017,5605.941852,6736.166937,333.1157532,125.5263802,2.994900458,43.3,6.516412917,8.350135616,2.994900458,-15.80681071
Peru,2018,5758.865069,6978.491215,363.4248352,127.4207669,1.50915423,42.4,2.727877332,3.597361533,1.50915423,-49.60920233
Peru,2019,6033.402536,7037.008037,366.5649109,130.2904379,2.252121914,41.5,4.767214794,0.8385311328,2.252121914,49.23073258
Peru,2020,5281.024845,6133.325524,388.4873047,132.8993893,2.002412058,43.7,-12.47020544,-12.84185705,2.002412058,-11.08775926
Peru,2021,5142.144386,6826.972007,412.2085571,138.5764045,4.271663815,40.1,-2.629801276,11.30946792,4.271663815,113.3259136
Philippines,2009,1864.367935,1864.450434,79,96.34854772,4.219030521,46.3,,,,
Philippines,2012,2621.081667,2614.616444,112,107.8882057,3.026963911,46.5,40.58821857,40.23523481,11.97699218,-28.25451495
Philippines,2015,2957.761199,2909.85818,116,115.4295041,0.6741925368,44.6,12.84506073,11.29197121,6.989919187,-77.72710357
Philippines,2018,3200.757588,3168.510366,126,126.5937898,5.309346616,42.3,8.2155513,8.888824469,9.671951538,687.5119237
Philippines,2021,3196.290905,3484.385939,203,137.9363739,3.927180221,40.7,-0.1395507901,9.969213803,8.959826638,-26.03270224
Poland,2009,9791.852122,11556.30269,760,97.4842306,3.795392425,33.4,,,,
Poland,2010,10519.15177,12567.73177,809,100,2.580693703,33.2,7.427600423,8.752185785,2.580693703,-32.00456202
Poland,2011,11566.23716,13867.66694,866,104.2394015,4.239401496,33.2,9.954085754,10.34343505,4.239401496,64.27371804
Poland,2012,11004.72519,13087.42094,815,107.9507115,3.560371517,33,-4.854750631,-5.626368161,3.560371517,-16.01711892
Poland,2013,11445.9394,13621.90238,878,109.0215637,0.9919826063,33.1,4.009316034,4.083932491,0.9919826063,-72.13822767
Poland,2014,11957.20904,14262.28419,911,109.0802406,0.05382131324,32.8,4.466821137,4.701118788,0.05382131324,-94.57436926
Poland,2015,10613.08062,12637.52203,804,108.126742,-0.8741258741,31.8,-11.24115511,-11.39201924,-0.8741258741,-1724.125874
Poland,2016,10405.66126,12464.01105,816,107.4079507,-0.6647673314,31.2,-1.954374704,-1.372982624,-0.6647673314,-23.95061728
Poland,2017,11609.61813,13913.34029,910,109.6376705,2.075935537,29.7,11.57021009,11.62811261,2.075935537,-412.2800172
Poland,2018,13050.24223,15658.21203,979,111.6253484,1.812951565,30.2,12.40888445,12.54099809,1.812951565,-12.66821472
Poland,2019,13241.2566,15874.52205,1014,114.1117794,2.227478809,28.8,1.463684497,1.381447773,2.227478809,22.86477211
Poland,2020,13333.54328,15987.57537,1026,117.9624468,3.374469726,28.5,0.6969631761,0.7121682902,3.374469726,51.49278691
Poland,2021,15410.7923,18635.51049,1159,123.9254804,5.055027047,28.5,15.57912232,16.56245593,5.055027047,49.80211581
Portugal,2009,18430.25803,23151.21541,2347,98.61682711,-0.8355300215,34.9,,,,
Portugal,2010,17942.0894,22551.9351,2259,100,1.402572899,35.8,-2.648734643,-2.58854796,1.402572899,-267.8662481
Portugal,2011,18736.50805,23246.54254,2256,103.653011,3.653011004,36.3,4.427681964,3.080034772,3.653011004,160.4507051
Portugal,2012,16374.40144,20593.42742,1980,106.5276599,2.773338541,36,-12.60697353,-11.41294502,2.773338541,-24.08075045
Portugal,2013,17588.49093,21676.48596,2031,106.8199896,0.2744166667,36.2,7.414557951,5.259243737,0.2744166667,-90.10518685
Portugal,2014,17781.06752,22120.68501,2060,106.5228662,-0.2781533675,35.6,1.094901191,2.049220751,-0.2781533675,-201.3616887
Portugal,2015,15410.87801,19215.7813,1791,107.0426324,0.4879386239,35.5,-13.32984933,-13.13206942,0.4879386239,-275.4207142
Portugal,2016,16058.31957,19980.28089,1875,107.6928062,0.6073970746,35.2,4.20119836,3.978498575,0.6073970746,24.48226988
Portugal,2017,17263.45703,21442.38428,1998,109.1667051,1.368614116,33.8,7.504754517,7.31773191,1.368614116,125.3244498
Portugal,2018,18831.44531,23541.14011,2216,110.2515118,0.9937156835,33.5,9.082701529,9.78788461,0.9937156835,-27.39255927
Portugal,2019,18587.77708,23343.3629,2222,110.6243586,0.33817841,32.8,-1.293943307,-0.8401343759,0.33817841,-65.96829298
Portugal,2020,17471.06556,22299.40441,2346,110.6105988,-0.01243832996,34.7,-6.007773335,-4.4721855,-0.01243832996,-103.6780379
Portugal,2021,19318.46756,24711.45101,2747,112.0105498,1.265657191,34.6,10.57406594,10.81664136,1.265657191,-10275.45921
Romania,2009,6961.115023,8548.454341,449,94.25833222,5.587420043,35.6,,,,
Romania,2010,6749.996829,8399.537423,472,100,6.091416686,35.5,-3.03282152,-1.742033256,6.091416686,9.020203234
Romania,2011,7534.116193,9560.675528,427,105.7892533,5.789253288,35.9,11.61658863,13.82383393,5.789253288,-4.960478218
Romania,2012,7016.996323,8929.953662,402,109.3172431,3.334922677,36.5,-6.863709783,-6.597042893,3.334922677,-42.39459718
Romania,2013,7498.974513,9497.674116,495,113.6732208,3.984712355,36.9,6.868725126,6.35748488,3.984712355,19.48440013
Romania,2014,8035.845581,10031.77108,503,114.887603,1.068309877,36,7.159259807,5.623450045,1.068309877,-73.18978683
Romania,2015,7210.654432,8977.017482,442,114.2049909,-0.5941564375,35.9,-10.26887762,-10.51413141,-0.5941564375,-155.6164883
Romania,2016,7538.865946,9404.540059,476,112.440756,-1.544796668,34.4,4.551757638,4.762412215,-1.544796668,159.9983053
Romania,2017,8658.807084,10727.9822,555,113.9463616,1.339021211,36,14.85556509,14.07237498,1.339021211,-186.6794471
Romania,2018,10026.95213,12502.26241,687,119.2169328,4.625484431,35.8,15.80061812,16.53880639,4.625484431,245.4377267
Romania,2019,10527.76751,12992.03261,739,123.7803833,3.827854326,34.8,4.994692138,3.917452605,3.827854326,-17.24425014
Romania,2020,10801.98354,13082.30066,810,127.0371357,2.631073112,34.6,2.604693023,0.6947954042,2.631073112,-31.26506686
Romania,2021,12194.36363,14986.78549,963,133.4554695,5.052328761,33.9,12.89004082,14.55772104,5.052328761,92.02540356
Russian Federation,2014,11003.34375,14055.47266,740,131.1552728,7.823411839,36.9,,,,
Russian Federation,2015,7375.267578,9277.713867,499,151.5294641,15.53440505,36.5,-32.97248777,-33.99216025,15.53440505,98.56304862
Russian Federation,2016,6884.127441,8663.158203,465,162.2008473,7.04244763,36.7,-6.659285667,-6.623998895,7.04244763,-54.66548216
Russian Federation,2017,8400.762695,10658.91309,580,168.1752389,3.683329444,35.5,22.03090031,23.03726696,3.683329444,-47.69816351
Russian Federation,2018,8667.761719,11211.8877,609,173.0158221,2.878297236,35.3,3.178271225,5.187908044,2.878297236,-21.85610111
Russian Federation,2019,8831.005859,11447.70117,654,180.7502637,4.470366608,35.7,1.883348273,2.103245082,4.470366608,55.31288954
Russian Federation,2020,8080.555664,10108.32715,771,186.8626219,3.381659372,33.7,-8.49790168,-11.69993873,3.381659372,-24.35386917
Russian Federation,2021,8992.818359,12521.52246,936,199.3720633,6.69445892,35.1,11.2896035,23.87334004,6.69445892,97.96372675
Serbia,2012,4877.804023,6263.040861,559.9053955,119.2841978,7.330385896,39.9,,,,
Serbia,2013,5533.803991,7040.418121,627.53302,128.4622384,7.694263629,39.4,13.44867414,12.41213777,7.694263629,4.963964219
Serbia,2014,5425.80988,6886.678091,608.8585815,131.1373976,2.082447939,40.4,-1.951534811,-2.183677551,2.082447939,-72.93505865
Serbia,2015,4584.557262,5820.321558,491.25177,132.9633,1.39235822,40.5,-15.50464607,-15.4843383,1.39235822,-33.13838997
Serbia,2016,4679.413515,5982.370301,486.4294434,134.4555657,1.122313974,38.8,2.069038466,2.784188845,1.122313974,-19.39473922
Serbia,2017,5026.221826,6548.036538,515.8458862,138.6654534,3.131062486,36.1,7.411362772,9.45555371,3.131062486,178.9827587
Serbia,2018,5868.807072,7559.861657,617.086792,141.3830755,1.959840763,35,16.76378947,15.45234382,1.959840763,-37.40652664
Serbia,2019,5940.804379,7755.632986,641.0296631,143.9975736,1.849229845,34.5,1.226779247,2.589615232,1.849229845,-5.643872702
Serbia,2020,6351.269736,8098.709557,670.194397,146.2663027,1.575532901,35,6.90925556,4.423579234,1.575532901,-14.80059091
Serbia,2021,7431.640563,9680.527981,919.1679077,152.2414316,4.085102853,33.1,17.01031246,19.5317342,4.085102853,159.2838811
Slovak Republic,2009,13282.12921,16586.75278,1320,99.05205388,1.615104641,27.2,,,,
Slovak Republic,2010,13479.6171,16899.44868,1297,100,0.957018133,27.3,1.48686922,1.88521469,0.957018133,-40.74575053
Slovak Republic,2011,14577.73243,18469.43543,1352,103.919286,3.919285991,26.5,8.146487566,9.290165501,3.919285991,309.5310064
Slovak Republic,2012,14119.20977,17516.96911,1319,107.6667221,3.606102635,26.1,-3.145363398,-5.156986686,3.606102635,-7.990826822
Slovak Republic,2013,14882.05856,18312.78051,1370,109.1745662,1.40047369,28.1,5.402914204,4.543088503,1.40047369,-61.1637873
Slovak Republic,2014,15227.83661,18770.92899,1289,109.091413,-0.07616532954,26.1,2.323455769,2.501796351,-0.07616532954,-105.4385406
Slovak Republic,2015,13194.8271,16442.07609,1109,108.7366262,-0.3252197774,26.5,-13.35061286,-12.4067003,-0.3252197774,326.9918864
Slovak Republic,2016,13276.4374,16636.07691,1176,108.1711847,-0.5200101963,25.2,0.6185022831,1.179904693,-0.5200101963,59.8950102
Slovak Republic,2017,14248.59161,17645.52987,1189,109.5903321,1.311945882,23.2,7.32240264,6.067854601,1.311945882,-352.292338
Slovak Republic,2018,15891.48396,19573.3717,1300,112.3454737,2.514037129,25,11.53020871,10.92538363,2.514037129,91.62658787
Slovak Republic,2019,15653.30822,19406.05897,1342,115.3389877,2.664561334,23.2,-1.498763318,-0.8547977186,2.664561334,5.987350135
Slovak Republic,2020,15875.11563,19735.48583,1394,117.5730362,1.936941267,24.2,1.417000184,1.697546422,1.936941267,-27.30731164
Slovak Republic,2021,17386.33938,22138.19498,1685,121.276124,3.149606299,24.1,9.519450345,12.174563,3.149606299,62.60721752
Slovenia,2009,19537.19566,24501.78973,2125,98.23069792,0.8392622468,24.8,,,,
Slovenia,2010,18501.49636,23329.84177,2017,100,1.801170221,24.9,-5.301166671,-4.783111654,1.801170221,114.6135166
Slovenia,2011,19709.88523,24940.62848,2148,101.8028517,1.802851719,24.9,6.531303469,6.9044048,1.802851719,0.09335586542
Slovenia,2012,17479.58302,22442.14179,1975,104.4470931,2.59741386,25.6,-11.31565297,-10.01773752,2.59741386,44.07251758
Slovenia,2013,18184.30807,23236.96553,2055,106.294972,1.769200859,26.2,4.031704022,3.54165727,1.769200859,-31.88606229
Slovenia,2014,18948.93669,24013.06821,2062,106.5068644,0.1993438266,25.7,4.2048816,3.339948466,0.1993438266,-88.73254975
Slovenia,2015,15900.32756,20697.27485,1776,105.9471152,-0.5255522858,25.4,-16.08854988,-13.80828691,-0.5255522858,-363.6411144
Slovenia,2016,16741.11205,21447.83778,1835,105.8888447,-0.05499954167,24.8,5.2878438,3.62638527,-0.05499954167,-89.53490582
Slovenia,2017,18495.23635,23303.07771,1925,107.4021101,1.429107433,24.2,10.47794375,8.650009131,1.429107433,-2698.398804
Slovenia,2018,20777.20677,25888.04811,2170,109.2694124,1.73860862,24.6,12.33815227,11.09282831,1.73860862,21.65695731
Slovenia,2019,20799.55978,25814.16872,2219,111.0510749,1.630522608,24.4,0.1075842869,-0.2853803018,1.630522608,-6.216811024
Slovenia,2020,20345.77611,25392.06511,2417,110.9901558,-0.05485681576,24,-2.181698458,-1.635162503,-0.05485681576,-103.3643701
Slovenia,2021,23493.4749,29187.36938,2775,113.1179093,1.917065061,24.3,15.47101852,14.94681215,1.917065061,-3594.670688
Spain,2009,26838.52604,32279.82085,2937.718262,98.23195779,-0.2878130835,34.9,,,,
Spain,2010,25486.32101,30658.74223,2789.637207,100,1.799864577,35.2,-5.038298402,-5.02195668,1.799864577,-725.3588458
Spain,2011,26212.69589,31824.62191,2908.919678,103.1961019,3.196101888,35.7,2.850057808,3.802764238,3.196101888,77.57457581
Spain,2012,23566.20509,28456.44382,2590.225342,105.7204104,2.446127824,35.4,-10.09621755,-10.58356045,2.446127824,-23.46527398
Spain,2013,24246.78077,29218.91052,2629.466797,107.2095682,1.408581092,36.2,2.887930726,2.679416679,1.408581092,-42.41588366
Spain,2014,24700.2901,29694.88749,2679.476563,107.0475586,-0.1511148375,36.1,1.870389898,1.629003146,-0.1511148375,-110.7281603
Spain,2015,21716.48797,25969.83831,2349.09375,106.5119293,-0.5003657099,36.2,-12.08002868,-12.54441249,-0.5003657099,231.1162015
Spain,2016,22489.73344,26740.68518,2376.601074,106.2961383,-0.2025980004,35.8,3.560637754,2.968238996,-0.2025980004,-59.51001509
Spain,2017,23874.662,28367.93926,2524.684814,108.3753719,1.956076334,34.7,6.158047901,6.085311831,1.956076334,-1065.496367
Spain,2018,25791.53557,30592.12648,2741.382568,110.1906392,1.674981369,34.7,8.02890346,7.840496266,1.674981369,-14.37034742
Spain,2019,25125.87172,29776.20115,2716.833496,110.9614436,0.6995189945,34.3,-2.580939171,-2.667108905,0.6995189945,-58.23720744
Spain,2020,22321.68394,27230.35999,2899.018799,110.6033122,-0.3227530173,34.9,-11.16055918,-8.549919259,-0.3227530173,-146.1392785
Spain,2021,25118.45314,30817.68286,3234.292969,114.0244221,3.09313512,33.9,12.52938268,13.17398251,3.09313512,-1058.359784
Sweden,2009,39718.7948,46707.86732,4136,98.85526783,-0.4944605444,27.3,,,,
Sweden,2010,45188.85553,52542.82741,4416,100,1.157988027,27.7,13.77197058,12.49245668,1.157988027,-334.1922
Sweden,2011,51652.81811,60379.77482,6351,102.9611507,2.961150738,27.6,14.30432903,14.91535151,2.961150738,155.7151429
Sweden,2012,49429.39237,57749.82513,6254,103.8758344,0.8883775069,27.6,-4.304558436,-4.355679847,0.8883775069,-69.9989097
Sweden,2013,52089.63528,60844.27671,6697,103.8298247,-0.04429297015,28.8,5.381904932,5.358373937,-0.04429297015,-104.9858275
Sweden,2014,51104.43077,59583.714,6606,103.6433064,-0.1796384941,28.4,-1.891363811,-2.071785186,-0.1796384941,305.5688601
Sweden,2015,43373.54543,51197.95293,5599,103.5948172,-0.04678474498,29.2,-15.12762245,-14.07391467,-0.04678474498,-73.95616946
Sweden,2016,43610.1867,51820.39725,5681,104.6144691,0.9842692446,29.6,0.5455889508,1.215760159,0.9842692446,-2203.825178
Sweden,2017,45639.94056,53300.85873,5838,106.4917747,1.794499047,28.8,4.65431134,2.856908782,1.794499047,82.31790301
Sweden,2018,46269.20867,54181.90698,6005,108.5721291,1.953535301,30,1.378766267,1.652971961,1.953535301,8.862431825
Sweden,2019,44558.12293,51773.04646,5653,110.5092198,1.784150974,29.3,-3.698108919,-4.445876228,1.784150974,-8.670656073
Sweden,2020,45322.00707,52653.75659,6003,111.0588566,0.4973673189,28.9,1.714354388,1.701097768,0.4973673189,-72.12302512
Sweden,2021,51830.62661,61174.96802,6901,113.4612788,2.163197364,29.8,14.36083697,16.18348239,2.163197364,334.9295345
Switzerland,2009,55813.21022,71568.31239,7297.379883,99.31646564,-0.4804819364,32.9,,,,
Switzerland,2010,63191.04315,76531.37294,7640.449219,100,0.6882387072,32.6,13.21879337,6.934717875,0.6882387072,-243.2392469
Switzerland,2011,70650.7603,90476.75897,9138.367188,100.2313492,0.2313492077,31.7,11.80502295,18.22178995,0.2313492077,-66.38532456
Switzerland,2012,68518.98936,85836.20768,8753.820313,99.53719498,-0.6925520181,31.6,-3.017336155,-5.128998144,-0.6925520181,-399.3535293
Switzerland,2013,69446.63099,87304.33058,9118.189453,99.3208776,-0.2173231551,32.5,1.353846036,1.710377176,-0.2173231551,-68.61995209
Switzerland,2014,68999.91811,88724.99094,9307.96875,99.30776473,-0.01320253875,32.5,-0.6432462824,1.627250733,-0.01320253875,-93.92492772
Switzerland,2015,66347.41616,83806.4476,9082.450195,98.17177459,-1.143908672,32.3,-3.844210294,-5.543582803,-1.143908672,8564.308387
Switzerland,2016,63668.84894,82153.07454,9078.758789,97.74510174,-0.4346186643,33,-4.03718392,-1.972847082,-0.4346186643,-62.00582487
Switzerland,2017,63071.25022,82254.37693,9119.969727,98.2668532,0.5337878398,32.7,-0.9386045647,0.1233093013,0.5337878398,-222.8175142
Switzerland,2018,63208.82709,85217.36915,9212.432617,99.1869606,0.9363354641,33.1,0.2181292843,3.602230465,0.9363354641,75.41341227
Switzerland,2019,62588.33618,84121.93103,9341.0625,99.54689637,0.3628861799,34,-0.9816522979,-1.285463435,0.3628861799,-61.2439992
Switzerland,2020,62971.41617,85897.78433,10085.45605,98.82431041,-0.7258749333,33.7,0.6120629086,2.111046765,-0.7258749333,-300.028266
Thailand,2009,3291.450426,4135.43987,150.3565521,96.85456244,-0.8457160923,39.6,,,,
Thailand,2010,3939.985541,4973.862888,169.3820038,100,3.247588424,39.4,19.703627,20.27409526,3.247588424,-484.0045677
Thailand,2011,4297.934477,5373.623283,192.5660706,103.8087906,3.808790581,37.5,9.085031736,8.037221854,3.808790581,17.28058127
Thailand,2012,4432.884851,5725.528028,202.520874,106.9385213,3.014899503,39.3,3.139889031,6.548742376,3.014899503,-20.84365263
Thailand,2013,4545.1396,6018.082447,208.6084442,109.2750063,2.184886185,37.8,2.532318179,5.109649581,2.184886185,-27.53038093
Thailand,2014,4414.577523,5801.197892,214.5243378,111.3459226,1.895141819,37,-2.87256472,-3.603881429,1.895141819,-13.2613025
Thailand,2015,4349.372479,5688.853354,219.9191132,110.3433361,-0.9004249633,36,-1.477039285,-1.93657482,-0.9004249633,-147.5122734
Thailand,2016,4506.620698,5833.577156,230.6077423,110.5509468,0.1881497044,36.9,3.615423157,2.543988976,0.1881497044,-120.8956562
Thailand,2017,4972.562722,6413.091825,247.9945374,111.2868092,0.6656318931,36.4,10.33905568,9.934121957,0.6656318931,253.7778043
Thailand,2018,5459.504922,7099.776501,275.6711121,112.4707868,1.063897542,36.4,9.792580351,10.70754473,1.063897542,59.83271727
Thailand,2019,5929.27341,7605.696578,289.1782837,113.26565,0.7067286013,34.9,8.604598672,7.125859203,0.7067286013,-33.57174225
Thailand,2020,5441.477226,6985.643939,305.0879211,112.3074938,-0.8459371474,35,-8.226913323,-8.152476669,-0.8459371474,-219.6975962
Thailand,2021,5393.014574,7058.0695,364.3696899,113.68932,1.230395413,34.9,-0.890615733,1.036777162,1.230395413,-245.4476159
Ukraine,2009,2021.95105,2607.087646,169,91.43030093,15.88119246,25.3,,,,
Ukraine,2010,2436.327393,3039.632324,203,100,9.372931051,24.8,20.49388598,16.59110611,9.372931051,-40.98093657
Ukraine,2011,2911.00708,3656.697998,244,107.9557247,7.955724663,24.6,19.48341134,20.30066824,7.955724663,-15.12020499
Ukraine,2012,3354.851318,3951.342285,276,108.5696991,0.5687279718,24.7,15.24710267,8.057659869,0.5687279718,-92.85133667
Ukraine,2013,3474.398926,4129.896973,281,108.3102733,-0.238948626,24.6,3.563424906,4.518836249,-0.238948626,-142.0145725
Ukraine,2014,2608.805908,3054.908203,213,121.3853338,12.07185629,24,-24.91346089,-26.0294331,12.07185629,-5152.071856
Ukraine,2015,1908.153442,2094.473877,158,180.499827,48.69986464,25.5,-26.85720941,-31.43905683,48.69986464,303.4165375
Ukraine,2016,1884.498535,2158.461182,157,205.6122449,13.9127102,25,-1.239675317,3.055053844,13.9127102,-71.43172717
Ukraine,2017,2310.200928,2604.287598,187,235.2992044,14.43832275,26,22.58969082,20.65482668,14.43832275,3.777930695
Ukraine,2018,2690.029785,3059.051758,221,261.0688343,10.95185594,26.1,16.44137758,17.46213285,10.95185594,-24.1473118
Ukraine,2019,3197.591553,3619.861572,247,281.6585956,7.886717456,26.6,18.86825828,18.33279914,7.886717456,-27.9873886
Ukraine,2020,3279.912598,3709.769287,270,289.3548945,2.732492094,25.6,2.574470303,2.483733509,2.732492094,-65.35323968
United Kingdom,2009,32299.43394,38744.13169,3914.195801,97.56796745,1.961731736,35.1,,,,
United Kingdom,2010,33571.19931,39598.95712,3956.388916,100,2.492654725,33.7,3.937423096,2.206335228,2.492654725,27.06399552
United Kingdom,2011,35752.9582,42109.64188,4199.083984,103.8561124,3.856112447,33.2,6.498900633,6.340280004,3.856112447,54.69902063
United Kingdom,2012,35519.33019,42497.3405,4242.234863,106.5285741,2.573234797,33.1,-0.6534508313,0.9206884707,2.573234797,-33.26867844
United Kingdom,2013,36085.94595,43426.29814,4304.478027,108.9698539,2.291666667,32.7,1.595232109,2.185919477,2.291666667,-10.9421857
United Kingdom,2014,39539.1165,47439.61659,4697.760254,110.5511374,1.451120163,33.1,9.569294779,9.241677557,1.451120163,-36.67839289
United Kingdom,2015,37441.02842,44964.39114,4433.858398,110.9580174,0.3680468423,33.3,-5.306360546,-5.217633749,0.3680468423,-74.63705269
United Kingdom,2016,34104.35681,40985.23514,4017.342285,112.0769373,1.008417368,33.1,-8.911805431,-8.849571637,1.008417368,173.9915826
United Kingdom,2017,34065.89103,40572.12148,3910.814209,114.9435916,2.557755776,32.6,-0.1127884868,-1.007957267,2.557755776,153.6405913
United Kingdom,2018,36072.66321,43203.81411,4226.205078,117.5790642,2.292839903,33.7,5.890854816,6.486455544,2.292839903,-10.35735603
United States,2009,39149.31115,47194.95009,7602.745605,98.38641997,-0.3555462663,40.6,,,,
United States,2010,41128.27455,48650.66432,7833.044922,100,1.640043442,40,5.054912437,3.084470331,1.640043442,-561.2742694
United States,2011,42673.67929,50065.97895,8021.593262,103.1568416,3.156841569,40.9,3.757523896,2.909137304,3.156841569,92.48524076
United States,2012,44760.64515,51784.41147,8274.37207,105.2915045,2.069337265,40.9,4.890522443,3.432335806,2.069337265,-34.44912517
United States,2013,45715.10837,53409.75078,8433.698242,106.8338489,1.464832656,40.6,2.132371453,3.138665212,1.464832656,-29.21247395
United States,2014,47633.25178,55304.31553,8828.476563,108.5669321,1.622222977,41.5,4.195863206,3.547226352,1.622222977,10.74459401
United States,2015,49077.96634,57040.20821,9248.93457,108.695722,0.1186271356,41.2,3.032995871,3.138801494,0.1186271356,-92.68737176
United States,2016,49564.35198,58206.61419,9599.890625,110.0670089,1.261583206,41.1,0.9910468371,2.044883804,1.261583206,963.4861913
United States,2017,51472.05801,60322.26142,9902.818359,112.4115573,2.130110004,41.2,3.848947801,3.634719628,2.130110004,68.84419466
United States,2018,53858.12998,63201.04585,10280.52637,115.1573032,2.442583297,41.4,4.635664601,4.77234168,2.442583297,14.66935007
United States,2019,55620.4039,65604.68152,10658.39746,117.2441955,1.812210075,41.5,3.272066656,3.803158064,1.812210075,-25.80764482
United States,2020,53872.1531,64411.37318,11758.4248,118.6905016,1.233584396,39.7,-3.143182498,-1.818937787,1.233584396,-31.92928275
United States,2021,59006.35854,71318.30736,12012.24121,124.2664138,4.697858864,39.7,9.530351303,10.72315934,4.697858864,280.8299519
Uruguay,2009,8967.094027,9881.395731,817.642273,93.72184636,7.062218744,45.5,,,,
Uruguay,2010,11308.97784,12641.05768,1032.657959,100,6.69870887,44.5,26.11641855,27.92785583,6.69870887,-5.147247449
Uruguay,2011,13377.31684,15132.26757,1232.046265,108.0928321,8.092832063,42.2,18.28935415,19.70728993,8.092832063,20.81181942
Uruguay,2012,13468.91506,16259.59408,1332.751221,116.8459365,8.097765806,39.9,0.684727888,7.449818763,8.097765806,0.06096435299
Uruguay,2013,15370.21844,18335.25948,1500.727173,126.8656333,8.57513504,40.5,14.11623259,12.76578853,8.57513504,5.895073354
Uruguay,2014,15010.86559,18322.42768,1480.019897,138.1279438,8.877353332,40.1,-2.337981433,-0.06998428646,8.877353332,3.524356069
Uruguay,2015,14193.59504,17125.90168,1410.321533,150.0984842,8.666269871,40.1,-5.444526431,-6.530390065,8.666269871,-2.377774699
Uruguay,2016,15101.85091,17009.75869,1454.547119,164.5670977,9.639413476,39.7,6.399054411,-0.6781715074,9.639413476,11.22909418
Uruguay,2017,16722.18288,19184.66267,1655.832397,174.8000343,6.218093826,39.5,10.7293601,12.78621297,6.218093826,-35.49302724
Uruguay,2018,16601.63337,19249.94015,1697.014526,188.0962576,7.606533604,39.7,-0.720895727,0.3402587183,7.606533604,22.32902586
Uruguay,2019,15913.77644,18315.73529,1677.0979,202.9219834,7.881988709,39.7,-4.143308769,-4.853027387,7.881988709,3.621296104
Uruguay,2020,13782.90335,15789.68574,1427.140259,222.7198767,9.756406361,40.2,-13.39011582,-13.79169061,9.756406361,23.78102432
Uruguay,2021,14718.58787,17888.21151,1620.326416,239.9760212,7.747914023,40.8,6.788733135,13.2904847,7.747914023,-20.58639486
Viet Nam,2010,1318.759792,1683.161824,85.4039917,100,9.207466488,39.3,,,,
Viet Nam,2012,1725.808355,2185.117677,109.5506668,129.47112,9.094703396,35.6,30.86601252,29.82219801,29.47112002,-1.224691856
Viet Nam,2014,2051.713748,2546.384645,120.0268784,143.6436899,4.084554466,34.8,18.88421689,16.53306693,10.94651062,-55.08864568
Viet Nam,2016,2203.400769,2735.060438,134.4454804,148.4073328,2.66824817,35.3,7.393186379,7.409555891,3.316291081,-34.6746826
Viet Nam,2018,2612.747342,3222.310031,164.236496,159.0696412,3.539628059,35.7,18.57794455,17.81494794,7.184488948,32.65737796
Viet Nam,2020,2898.327793,3534.039535,154.2351074,168.7837215,3.220934367,36.8,10.93027427,9.674100274,6.106809687,-9.003592681